Gene Name,RIPA,SMA200P,SMA200CB,SMA300CB,ChloroSMA20,ChloroSMA40,ChloroSMA60,ChloroSMA80,NP40,AASTY645,AASTY650,AASTY1150,AASTY1145,AASTY80
SHMT2,1,0.26957110149422564,0.5964117670542883,0.5869694885811175,0.542398688148601,0.35204014424702074,0.5026545877726718,0.8806324396651122,0.8399094078560664,0.7751242440014665,0.43128185583622297,0.5335841642359366,0.415440583220054,0.6419674379576396
RAN,0.366224145562632,0.6638329889747632,0.7741833528016384,0.5639492403545238,0.691928151912925,0.7118779125654694,0.8459977646703648,0.5686555681626492,0.5014243211320342,1,0.9513646096348932,0.7091141066031804,0.8737555294687445,0.5992608842840359
RPS17,0.6506369518299294,0.6786116867935845,0.5600838669641587,0.39314416377328576,0.6050210989756082,0.574565313647333,0.37999076377709406,0.6527282005213613,0.9593236982412868,0.7741568624922266,1,0.8888181545896758,0.6971586071154909,0.3747953178830886
LAMP1,1,0.2663599746978591,0.34692025161882595,0.32884396960342455,0.2591775130003887,0.3072281691992055,0.1829047081610585,0.02517223071547501,0.9353037860008954,0.1778189194901286,0.1419949711201369,0.1319279405002498,0.2040009548233067,0.18056830611902788
RPSA,0.6048091297008372,0.12596832116653428,0.2481002981969879,0.8040740870283439,0.2404422329866749,0.2919302108333036,0.1720512085515128,0.3737436410797802,1,0.7663758692612771,0.6314793857154242,0.2955704412927859,0.202570480147699,0.22261534222972149
MT-CO2,1,0.4955291275901661,0.8830187737508081,0.3138806025797426,0.3170565188481333,0.4967735909946893,0.3175806852546168,0.9769315228043007,0.7072773641833051,0.21028937803423697,0.1219333104741508,0.2597138590746249,0.17220643541288488,0.5458681040075811
ATP5O,0.947680869080035,0.8142828471991024,1,0.7955428072972146,0.4984145575634838,0.5495625912079526,0.8340766877128675,0.885962927292476,0.998786370033509,0.7023022535190516,0.7736679356725311,0.8197393129242522,0.8107508894560409,0.97347093595571
RPN1,0.7094597604728767,0.914811304163814,0.7907576674953102,0.8035289809864251,0.8607670441495991,0.8187902319596732,0.6371672568934595,0.668941958674326,0.7004447461008794,0.5111933742916943,0.5951768268296571,0.6846295078522021,1,0.6384538644641627
RAB7A,0.8359385686394052,0.9116675461334842,0.8983515425085387,0.6704466095468672,1,0.8628027597418992,0.8422030408354594,0.4808231806115904,0.8390541701542492,0.8939658204635614,0.6339508657589346,0.9153930327641935,0.9145637019878131,0.7718249545915686
RTN3,0.5361548707669246,0.9340044572303561,0.9132045897102116,0.5382909480786622,1,0.8649343662296007,0.9419017184710754,0.2405481579895154,0.4755194583258004,0.5452269916159235,0.5027093317533027,0.6550088295037348,0.8722486706302474,0.4165365015118397
TFRC,0.9346526085338032,0.8472261625549673,0.7912038255539777,0.5123623492414918,1,0.8981233741952878,0.7534739459026335,0.2970320853157399,0.854909757828314,0.6434365590172274,0.6460477377924451,0.7725960318741919,0.8655724027106977,0.6335892584858623
RAB11B,0.5584708251898868,0.6819965197373385,0.8539301437026552,0.567808570696341,0.6597781791464127,0.819975696176527,0.8796951915324399,1,0.5734501665437322,0.5081153457151644,0.2923473768929214,0.5061217937655651,0.4656335693002714,0.4935205601733576
CLCC1,0.75455831542174,0.35101387010949603,0.630767041319909,0.7488719838002834,0.5066539768138448,0.7897506991698855,1,0.5452246390728902,0.6687984888180698,0.6690153524964502,0.6707660936079889,0.5646354291768165,0.38120524133337397,0.5988817615651848
SLC25A11,0.70733977522198,0.5362782742461193,0.7336095032807508,0.8673159100369655,0.6408182334062706,0.7604649498648973,0.6460062017298518,0.4501042099740975,0.8314233209396281,0.5607165744136996,0.4948686396851681,0.5096945373686819,0.4674919921214371,1
DDOST,0.7922812014487755,0.9512803208374127,0.5596626117648734,0.5628381626568104,0.6816370291164913,0.7477468259361063,0.8446177609648683,0.6218661413815451,0.7721895028213381,0.4428813897281156,0.5070351585915971,0.6443815594051885,1,0.5689950943179585
SLC25A6,0.617541680796093,0.37296243639795845,0.7462265987597602,0.7275363778779497,0.5121460324568877,0.5316505014126137,0.5364587330691395,0.3520457620488163,0.6225808351003796,0.511918333476646,0.3399335609748325,0.6836349795251366,0.38010527346439604,1
SYNE1,0.6695585162582796,0.0689141211744877,0.6819451737652229,1,0.03523206986539589,0.0434346537284078,0.06159746406387658,0.6616421802948912,0.24787586076872561,0.8910511398087252,0.1070629086873724,0.2776954495084682,0.29826511923505633,0.9890827795161673
RPL10,0.2924266421095169,0.7547336412949093,0.3631127371860435,0.5928367741735521,0.4350810789288612,0.5768808878459722,0.3054939242501572,0.3531444643848635,0.46144877039499965,0.7125416078157768,0.5601117510030698,0.6727237921093525,1,0.6400347485296106
UQCRC1,0.8684010123099807,0.6696398683111934,0.8081458673973336,0.5201646410885225,0.6560644900889696,0.6549717518096245,0.8048659874827158,1,0.7874026540479074,0.7042345763675475,0.7581145985259784,0.5989771579154943,0.5437109614402165,0.7447776069546731
COX4I1,0.7641871571238091,0.5613509336114645,0.7271364681041949,0.6994943823117471,0.45717002093228404,0.5511362800108057,0.5748486788645824,0.9056208981112966,1,0.4411959292591893,0.45021409809562196,0.38977148471029033,0.39584821614389587,0.4672572405424172
EEF1G,0.34990870146444103,0.5552468614275395,0.7722005713877756,0.9925114630479306,0.787823394759717,0.6402262893030806,0.5550568052644121,0.6558699212381479,0.5576582479442463,0.8961864503782021,0.5528800562915795,0.9672260870310605,0.6467781582403433,1
RAB6A,0.4245047324585338,0.5125177789755205,0.7187012269696608,0.4213673479368416,0.38487758355131363,0.5003881831679775,1,0.3555774657202902,0.3747233484027912,0.4275084548069687,0.36566738371413776,0.3893059378256096,0.48418010957817226,0.4040555784556655
EIF5A;EIF5AL1,0.7202546179298049,0.18910410261336189,0.34432843518503664,0.4687080949280657,0.4619415256990881,0.3298361257248698,0.07818392410361633,0.9563180110086571,0.6119890693499435,1,0.2787843699982592,0.7829603242196363,0.46952744535736035,0.8065704110664034
TMED10,0.8109919172437433,0.6284621870004161,0.6133569659298185,0.9372235187173388,0.5991688839679609,0.661439284332114,0.5455224328414968,1,0.7852023973539812,0.7410138369703378,0.48172775574734267,0.6612962084061123,0.6316206199370459,0.5609150726585599
RPS5,0.2957983924965461,0.5937309032036229,0.5990904862209367,0.6290940123376243,1,0.8057722595800165,0.8179185993194836,0.7635238873967798,0.6556707542556288,0.6533911739527892,0.2975184604576291,0.9195433933145261,0.45767683845218543,0.6778167685390774
CFL1,0.5169022189768822,0.272870594873685,0.247675434169869,0.2935222127883727,0.2779750757076886,0.3024484265436793,0.3227226730520919,0.5152618321598806,0.4239313645961756,1,0.5288970694102193,0.3947317942437899,0.357779209540343,0.1853230493843618
EIF4A1,0.508221867981485,0.60407549706736,0.8951262365326831,0.8406044414450906,0.48601886822265156,0.5389994130345539,0.5322518375684205,0.482891628211313,0.6294756663695927,1,0.7727951268269522,0.7876387170640271,0.7581792097301097,0.9408857010035622
RPS28,0.4334414386234044,0.6284838649905794,0.5930822535861379,0.8333843191364181,0.7793439124192362,0.7203341331316792,0.38862420787014323,0.5122254940118733,0.7659973223991691,1,0.794741823095365,0.917065063703288,0.8284844380835925,0.6282340210454033
GNAI3,0.6481678454273517,0.8435918574116434,0.5863640938137505,0.3703397582259532,0.8209837277217641,0.9389749995707406,1,0.2862615917348087,0.710867647661183,0.4344942451085093,0.7252328741439104,0.4939517821634384,0.6960235795154911,0.5173788858824321
SFXN1,0.8129058610432708,0.6647082214568111,0.9831250562028189,0.9009558487220314,0.9620359168861843,0.7100429856819557,0.8182461447827818,1,0.8013204926899478,0.5678862007133423,0.8880053823271031,0.8102341678494522,0.6469822872838773,0.8085313149147182
BCAP31,0.5244580067497564,0.5884095492773571,0.5988382027567138,1,0.554699235374434,0.7843443377215634,0.6863219462498659,0.5443730857369068,0.6563139718641405,0.3642634023933505,0.7229317729694512,0.44168429835659956,0.561717915143859,0.346483826290009
ATP5F1,0.8471910319862433,0.7402903733344792,0.904946394496093,0.7358583476369447,0.3215229942689573,0.5250460612520146,0.7939470233516305,0.1452990803446133,0.9676803476295899,0.725091539211682,1,0.8415284573077837,0.6799722165139166,0.9857708918857803
SERPINH1,0.8761724419245946,0.9898292175970768,0.735466514529562,0.8268161629446052,0.9679927848323555,0.8670533334319114,0.7513589258698162,0.6732611137873538,0.8294436459035937,0.8429782419438027,0.5355174338267684,0.9094120628264377,1,0.8270892724645165
HSD17B10,1,0.36768142527374825,0.33786875620148643,0.3440554490556042,0.31119068377853504,0.2504604706308949,0.2148643734938009,0.6334081309659215,0.5697153202563641,0.5681408481728628,0.2458842684762659,0.420654751132592,0.4287677956329062,0.6745695483931846
RPS14,0.25448037475166907,0.5310412000743063,0.38453532220773295,1,0.5897001937602676,0.6379101626757785,0.8232169716939987,0.5628459901302454,0.36517717311977566,0.4748227214893529,0.6914828194630792,0.5518174036049939,0.5997458612300202,0.5049975187722621
CYB5R3,0.8624877514374867,0.8747034212989476,0.8360329996717759,0.4704372949472188,0.7699790113207794,0.7886205297733656,0.441606694478733,0.1724344441561718,0.834266633585895,0.8427269014339109,0.5422497497783664,0.9437874475139304,1,0.8058118028184831
CS,0.3702492886611577,0.394304656358703,0.7335650312872608,0.46855497639730165,0.45900920246341814,0.4284044084562732,0.41509877720022975,0.2543391991383229,0.5626235522904847,0.6062764593411691,0.7998041464984411,0.7704411302257406,0.4156430895836747,1
LMNB1,0.9241974740143875,0.863117527807399,0.6530200101461334,0.8070955854749249,0.9399091119990672,0.8076988540470587,1,0.9759459263120995,0.6290570454358174,0.59281210941675,0.685273546028277,0.8394467665252857,0.8593858687440694,0.7521917765069236
AKAP12,1,0.07198336150026953,0.1862922620862368,0.06780366179938316,0.1381480884057364,0.24629329255516058,0.0990580904732222,0.03130214711831732,0.3502088446822904,0.18616483109341397,0.07708893754953199,0.03096910014271762,0.04462942838930626,0.04412284158429415
ATAD3A,0.7104565836044227,0.633161160084948,0.582938734288941,0.45129366497170426,0.5263127818650103,0.5223519088602125,0.72167039957719,0.7944568246147018,0.6601012807357388,0.4282708710421812,1,0.504916479890586,0.5570291127604723,0.811025477430467
RPL18,0.109205557239454,0.7221609016248755,0.6846083809078481,0.7809705013498422,0.5784295913982849,0.5846939452448165,1,0.485318569048237,0.7378263719805763,0.39407580347540505,0.8080687250352774,0.5094920631402224,0.7821091869837582,0.5885114125257365
RAP1B,0.7088869882869608,0.8185443284155948,0.49988817894967114,0.7687005167989537,0.9392711710107075,0.7994180503837023,0.3512328628301898,0.7840198028351284,1,0.6536827925809144,0.5515914612416489,0.8429389866833122,0.624632137686364,0.8694519585464431
ATP2A2,0.8257760683155142,0.8565824937788364,0.5937614552476267,0.665496380694984,1,0.8801115016718667,0.8142533816279047,0.5397047162435252,0.5967480742928859,0.5454355112013871,0.6608506647529011,0.6768348883460108,0.7879874718501331,0.6191161484338252
